sheet,sub_table,column_position,column_label,cdid,sign_prefix,unit,table_code,classification,notes,item_code1,item_code2,item_code3,ko_name,ko_definition,source
Table_C,5,7,Total debits,L87G,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87G,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,2,Trade in goods,L87K,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87K,CA,,상품무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,3,Trade in services,L86N,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L86N,CA,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,4,Total trade,L86J,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L86J,CA,,상품·서비스 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,5,"Primary income, balance",L87H,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87H,CA,,1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,6,"Secondary income, balance",L86F,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L86F,CA,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_C,6,7,Total balance,L87I,false,GBP million,C,CA-main,1997-1998 EU 결측 x,L87I,CA,,경상수지(EU/non-EU 분해),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24·26(EBOPS 서비스 + SITC 상품 EU/non-EU 분해)
Table_D1_3,3,2,"Investment income earnings, Direct investment",N2QP,false,GBP billion,D1.3,IIP,,N2QP,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D1_3,3,3,"Investment income earnings, Portfolio investment",HLYX,false,GBP billion,D1.3,IIP,,HLYX,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D1_3,3,4,"Investment income earnings, Other investment",AIOP,false,GBP billion,D1.3,IIP,,AIOP,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D1_3,3,5,"Investment income earnings, Reserve assets",HHCB,false,GBP billion,D1.3,IIP,,HHCB,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D1_3,3,6,"Investment income earnings, Total",HMBN,false,GBP billion,D1.3,IIP,,HMBN,CA,,대외투자(자산),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D4_6,3,2,"Investment income earnings, Direct investment",N2Q4,false,GBP billion,D4.6,IIP,,N2Q4,CA,,대내투자(부채),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D4_6,3,3,"Investment income earnings, Portfolio investment",HLZC,false,GBP billion,D4.6,IIP,,HLZC,CA,,대내투자(부채),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D4_6,3,4,"Investment income earnings, Other investment",HLZN,false,GBP billion,D4.6,IIP,,HLZN,CA,,대내투자(부채),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D4_6,3,5,"Investment income earnings, Total",HMBO,false,GBP billion,D4.6,IIP,,HMBO,CA,,대내투자(부채),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D7_9,3,2,"Investment income earnings, Direct investment",MU7E,false,GBP billion,D7.9,IIP,,MU7E,CA,,순대외투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D7_9,3,3,"Investment income earnings, Portfolio investment",HLZX,false,GBP billion,D7.9,IIP,,HLZX,CA,,순대외투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D7_9,3,4,"Investment income earnings, Other investment",CGNA,false,GBP billion,D7.9,IIP,,CGNA,CA,,순대외투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D7_9,3,5,"Investment income earnings, Reserve assets",HHCB,false,GBP billion,D7.9,IIP,,HHCB,CA,,순대외투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_D7_9,3,6,"Investment income earnings, Net earnings",HMBM,false,GBP billion,D7.9,IIP,,HMBM,CA,,순대외투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/25(FA 5분류 IIP+FA+투자소득 — BPM6 §6 + Appendix 4)
Table_E,1,2,"Food, beverages and tobacco",BOPL,false,GBP million,E,CA-detail,,BOPL,CA.G,,식료품·음료·담배,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,1,3,Basic materials,BOPM,false,GBP million,E,CA-detail,,BOPM,CA.G,,기초 원자재,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,1,4,Oil,ELBL,false,GBP million,E,CA-detail,,ELBL,CA.G,,석유,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,1,5,Other fuels,BOQI,false,GBP million,E,CA-detail,,BOQI,CA.G,,기타 연료,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,1,6,Semi-manufactured goods,BOPO,false,GBP million,E,CA-detail,,BOPO,CA.G,,반제품,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,1,7,Finished manufactured goods,BOPP,false,GBP million,E,CA-detail,,BOPP,CA.G,,완제품,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,1,8,Unspecified goods,BOQL,false,GBP million,E,CA-detail,,BOQL,CA.G,,미분류 상품,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,2,2,"Food, beverages and tobacco",BQAR,false,GBP million,E,CA-detail,,BQAR,CA.G,,식료품·음료·담배,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,2,3,Basic materials,BQAS,false,GBP million,E,CA-detail,,BQAS,CA.G,,기초 원자재,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,2,4,Oil,ENXO,false,GBP million,E,CA-detail,,ENXO,CA.G,,석유,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,2,5,Other fuels,BPBI,false,GBP million,E,CA-detail,,BPBI,CA.G,,기타 연료,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,2,6,Semi-manufactured goods,BQAU,false,GBP million,E,CA-detail,,BQAU,CA.G,,반제품,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,2,7,Finished manufactured goods,BQAV,false,GBP million,E,CA-detail,,BQAV,CA.G,,완제품,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,2,8,Unspecified goods,BQAW,false,GBP million,E,CA-detail,,BQAW,CA.G,,미분류 상품,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,3,2,"Food, beverages and tobacco",ELBE,false,GBP million,E,CA-detail,,ELBE,CA.G,,식료품·음료·담배,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,3,3,Basic materials,ELBF,false,GBP million,E,CA-detail,,ELBF,CA.G,,기초 원자재,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,3,4,Oil,ENXQ,false,GBP million,E,CA-detail,,ENXQ,CA.G,,석유,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,3,5,Other fuels,ENIW,false,GBP million,E,CA-detail,,ENIW,CA.G,,기타 연료,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,3,6,Semi-manufactured goods,ELBH,false,GBP million,E,CA-detail,,ELBH,CA.G,,반제품,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,3,7,Finished manufactured goods,ELBI,false,GBP million,E,CA-detail,,ELBI,CA.G,,완제품,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_E,3,8,Unspecified goods,BQKX,false,GBP million,E,CA-detail,,BQKX,CA.G,,미분류 상품,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/26(SITC Rev.4 + BPM6 §10 + CIF/FOB 조정)
Table_F,1,2,Manufacturing and maintenance services,MTN7,false,GBP million,F,CA-detail,,MTN7,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,3,Transport,FKOA,false,GBP million,F,CA-detail,,FKOA,CA.S,,운송,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,4,Travel,FAPO,false,GBP million,F,CA-detail,,FAPO,CA.S,,여행,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,5,Construction,FDSG,false,GBP million,F,CA-detail,,FDSG,CA.S,,건설,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,6,Insurance and pension services,FDTF,false,GBP million,F,CA-detail,,FDTF,CA.S,,보험·연금 서비스,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,7,Financial,FDYI,false,GBP million,F,CA-detail,,FDYI,CA.S,,금융 서비스,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,8,Intellectual property,FEBA,false,GBP million,F,CA-detail,,FEBA,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,9,"Telecommunication, computer and information services",FDYQ,false,GBP million,F,CA-detail,,FDYQ,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,10,Other business,FEHH,false,GBP million,F,CA-detail,,FEHH,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,11,"Personal, cultural and recreational services",FGXJ,false,GBP million,F,CA-detail,,FGXJ,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,1,12,Government,FGZA,false,GBP million,F,CA-detail,,FGZA,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,2,Manufacturing and maintenance services,MTN6,false,GBP million,F,CA-detail,,MTN6,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,3,Transport,FHME,false,GBP million,F,CA-detail,,FHME,CA.S,,운송,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,4,Travel,APQL,false,GBP million,F,CA-detail,,APQL,CA.S,,여행,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,5,Construction,FIOU,false,GBP million,F,CA-detail,,FIOU,CA.S,,건설,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,6,Insurance and pension services,FIPT,false,GBP million,F,CA-detail,,FIPT,CA.S,,보험·연금 서비스,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,7,Financial,FITY,false,GBP million,F,CA-detail,,FITY,CA.S,,금융 서비스,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,8,Intellectual property,FIVX,false,GBP million,F,CA-detail,,FIVX,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,9,"Telecommunication, computer and information services",FIUG,false,GBP million,F,CA-detail,,FIUG,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,10,Other business,FIWF,false,GBP million,F,CA-detail,,FIWF,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,11,"Personal, cultural and recreational services",FLQJ,false,GBP million,F,CA-detail,,FLQJ,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,2,12,Government,FLSA,false,GBP million,F,CA-detail,,FLSA,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,2,Manufacturing and maintenance services,MTN8,false,GBP million,F,CA-detail,,MTN8,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,3,Transport,FLYS,false,GBP million,F,CA-detail,,FLYS,CA.S,,운송,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,4,Travel,FNGY,false,GBP million,F,CA-detail,,FNGY,CA.S,,여행,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,5,Construction,FNJM,false,GBP million,F,CA-detail,,FNJM,CA.S,,건설,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,6,Insurance and pension services,FNKF,false,GBP million,F,CA-detail,,FNKF,CA.S,,보험·연금 서비스,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,7,Financial,FNLQ,false,GBP million,F,CA-detail,,FNLQ,CA.S,,금융 서비스,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,8,Intellectual property,FNMR,false,GBP million,F,CA-detail,,FNMR,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,9,"Telecommunication, computer and information services",FNLY,false,GBP million,F,CA-detail,,FNLY,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,10,Other business,FNMZ,false,GBP million,F,CA-detail,,FNMZ,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,11,"Personal, cultural and recreational services",FNRB,false,GBP million,F,CA-detail,,FNRB,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_F,3,12,Government,FNRU,false,GBP million,F,CA-detail,,FNRU,CA.S,,서비스무역,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/24(EBOPS 2010 12분류 SA~SL)
Table_G,1,2,Compensation of employees,IJAH,false,GBP million,G,CA-detail,,IJAH,CA.PI,,노동소득(보수),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,1,3,"Investment income, Earnings on direct investment abroad",MTX2,false,GBP million,G,CA-detail,,MTX2,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,1,4,"Investment income, Earnings on portfolio investment abroad, Equity securities",CGDT,false,GBP million,G,CA-detail,,CGDT,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,1,5,"Investment income, Earnings on portfolio investment abroad, Debt securities",CGDU,false,GBP million,G,CA-detail,,CGDU,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,1,6,"Investment income, Earnings on portfolio investment abroad, Total",CGDV,false,GBP million,G,CA-detail,,CGDV,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,1,7,"Investment income, Earnings on other investment abroad",CGDW,false,GBP million,G,CA-detail,,CGDW,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,1,8,"Investment income, Earnings on reserve assets",HHCC,false,GBP million,G,CA-detail,,HHCC,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,1,10,Other primary income,MT5T,false,GBP million,G,CA-detail,,MT5T,CA.PI,,기타 1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,2,2,Compensation of employees,IJAI,false,GBP million,G,CA-detail,,IJAI,CA.PI,,노동소득(보수),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,2,3,"Investment income, Foreign earnings on direct investment in the UK",MTU7,false,GBP million,G,CA-detail,,MTU7,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,2,4,"Investment income, Foreign earnings on portfolio investment in the UK, Equity securities",HGOT,false,GBP million,G,CA-detail,,HGOT,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,2,5,"Investment income, Foreign earnings on portfolio investment in the UK, Debt securities",CGDX,false,GBP million,G,CA-detail,,CGDX,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,2,6,"Investment income, Foreign earnings on portfolio investment in the UK, Total",CGDZ,false,GBP million,G,CA-detail,,CGDZ,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,2,7,"Investment income, Earnings on other investment in the UK",CGEB,false,GBP million,G,CA-detail,,CGEB,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,2,9,Other primary income,MT5V,false,GBP million,G,CA-detail,,MT5V,CA.PI,,기타 1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,3,2,Compensation of employees,IJAJ,false,GBP million,G,CA-detail,,IJAJ,CA.PI,,노동소득(보수),,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,3,3,"Investment income, Direct investment",MU7F,false,GBP million,G,CA-detail,,MU7F,CA.PI,,투자소득 - 직접투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,3,4,"Investment income, Portfolio investment, Earnings on equity securities",CGEC,false,GBP million,G,CA-detail,,CGEC,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,3,5,"Investment income, Portfolio investment, Earnings on debt securities",CGED,false,GBP million,G,CA-detail,,CGED,CA.PI,,투자소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,3,6,"Investment income, Portfolio investment, Total",CGEE,false,GBP million,G,CA-detail,,CGEE,CA.PI,,투자소득 - 증권투자 합계,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,3,7,"Investment income, Other investment",CGFF,false,GBP million,G,CA-detail,,CGFF,CA.PI,,투자소득 - 기타투자,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,3,8,"Investment income, Reserve assets",HHCC,false,GBP million,G,CA-detail,,HHCC,CA.PI,,투자소득 - 준비자산,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_G,3,10,Other primary income,MT5X,false,GBP million,G,CA-detail,,MT5X,CA.PI,,기타 1차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(1차소득 — BPM6 §11/§13: COE + 투자소득 3분해 + 준비자산수익 + 기타)
Table_H,1,2,"General government, receipts from EU institutions Other EU receipts",GTTA,false,GBP million,H,CA-detail,,GTTA,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,1,3,"General government, Other receipts",CGDN,false,GBP million,H,CA-detail,,CGDN,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,1,4,"General government, Total",FHDM,false,GBP million,H,CA-detail,,FHDM,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,1,5,"Other sectors, receipts from EU institutions, Social fund",H5U3,false,GBP million,H,CA-detail,,H5U3,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,1,6,"Other sectors, Other receipts",CGDO,false,GBP million,H,CA-detail,,CGDO,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
Table_H,1,7,"Other sectors, Total",FHIB,false,GBP million,H,CA-detail,,FHIB,CA.SI,,2차소득,,13회차 CDID 사전(영문 column_label) + 21회차 LVL3 코드표 + background/note/27(2차소득 — BPM6 §12/§14: 일반정부·기타 부문 무상이전)
